SampleID,Group,watershedCode,Location,Metacode,Species,Species_code,SiteID,Creek,Sampling_Year,Starting_Material,Path,NewPath
Y160004IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160004IPL_RA.sort.flt.bam,bamsY160004IPL_RA.sort.flt.bam
Y160006IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160006IPL_RA.sort.flt.bam,bamsY160006IPL_RA.sort.flt.bam
Y160007IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160007IPL_RA.sort.flt.bam,bamsY160007IPL_RA.sort.flt.bam
Y160009IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160009IPL_RA.sort.flt.bam,bamsY160009IPL_RA.sort.flt.bam
Y160013IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160013IPL_RA.sort.flt.bam,bamsY160013IPL_RA.sort.flt.bam
Y160016IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160016IPL_RA.sort.flt.bam,bamsY160016IPL_RA.sort.flt.bam
Y160017IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160017IPL_RA.sort.flt.bam,bamsY160017IPL_RA.sort.flt.bam
Y160018IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160018IPL_RA.sort.flt.bam,bamsY160018IPL_RA.sort.flt.bam
Y160020IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160020IPL_RA.sort.flt.bam,bamsY160020IPL_RA.sort.flt.bam
Y160023IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160023IPL_RA.sort.flt.bam,bamsY160023IPL_RA.sort.flt.bam
Y160024IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160024IPL_RA.sort.flt.bam,bamsY160024IPL_RA.sort.flt.bam
Y160025IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160025IPL_RA.sort.flt.bam,bamsY160025IPL_RA.sort.flt.bam
Y160028IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160028IPL_RA.sort.flt.bam,bamsY160028IPL_RA.sort.flt.bam
Y160030IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160030IPL_RA.sort.flt.bam,bamsY160030IPL_RA.sort.flt.bam
Y160031IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160031IPL_RA.sort.flt.bam,bamsY160031IPL_RA.sort.flt.bam
Y160032IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160032IPL_RA.sort.flt.bam,bamsY160032IPL_RA.sort.flt.bam
Y160033IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160033IPL_RA.sort.flt.bam,bamsY160033IPL_RA.sort.flt.bam
Y160034IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160034IPL_RA.sort.flt.bam,bamsY160034IPL_RA.sort.flt.bam
Y160035IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160035IPL_RA.sort.flt.bam,bamsY160035IPL_RA.sort.flt.bam
Y160038IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160038IPL_RA.sort.flt.bam,bamsY160038IPL_RA.sort.flt.bam
Y160039IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160039IPL_RA.sort.flt.bam,bamsY160039IPL_RA.sort.flt.bam
Y160041IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160041IPL_RA.sort.flt.bam,bamsY160041IPL_RA.sort.flt.bam
Y160056YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160056YUB_RA.sort.flt.bam,bamsY160056YUB_RA.sort.flt.bam
Y160057YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160057YUB_RA.sort.flt.bam,bamsY160057YUB_RA.sort.flt.bam
Y160060YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160060YUB_RA.sort.flt.bam,bamsY160060YUB_RA.sort.flt.bam
Y160061YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160061YUB_RA.sort.flt.bam,bamsY160061YUB_RA.sort.flt.bam
Y160062YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160062YUB_RA.sort.flt.bam,bamsY160062YUB_RA.sort.flt.bam
Y160063YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160063YUB_RA.sort.flt.bam,bamsY160063YUB_RA.sort.flt.bam
Y160064YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160064YUB_RA.sort.flt.bam,bamsY160064YUB_RA.sort.flt.bam
Y160065YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160065YUB_RA.sort.flt.bam,bamsY160065YUB_RA.sort.flt.bam
Y160066YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160066YUB_RA.sort.flt.bam,bamsY160066YUB_RA.sort.flt.bam
Y160067YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160067YUB_RA.sort.flt.bam,bamsY160067YUB_RA.sort.flt.bam
Y160068YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160068YUB_RA.sort.flt.bam,bamsY160068YUB_RA.sort.flt.bam
Y160069YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160069YUB_RA.sort.flt.bam,bamsY160069YUB_RA.sort.flt.bam
Y160070YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160070YUB_RA.sort.flt.bam,bamsY160070YUB_RA.sort.flt.bam
Y160071YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160071YUB_RA.sort.flt.bam,bamsY160071YUB_RA.sort.flt.bam
Y160072YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160072YUB_RA.sort.flt.bam,bamsY160072YUB_RA.sort.flt.bam
Y160073YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160073YUB_RA.sort.flt.bam,bamsY160073YUB_RA.sort.flt.bam
Y160074YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160074YUB_RA.sort.flt.bam,bamsY160074YUB_RA.sort.flt.bam
Y160075YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160075YUB_RA.sort.flt.bam,bamsY160075YUB_RA.sort.flt.bam
Y160076YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160076YUB_RA.sort.flt.bam,bamsY160076YUB_RA.sort.flt.bam
Y160077YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160077YUB_RA.sort.flt.bam,bamsY160077YUB_RA.sort.flt.bam
Y160078YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160078YUB_RA.sort.flt.bam,bamsY160078YUB_RA.sort.flt.bam
Y160079YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160079YUB_RA.sort.flt.bam,bamsY160079YUB_RA.sort.flt.bam
Y160080YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160080YUB_RA.sort.flt.bam,bamsY160080YUB_RA.sort.flt.bam
Y160081YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160081YUB_RA.sort.flt.bam,bamsY160081YUB_RA.sort.flt.bam
Y160082YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160082YUB_RA.sort.flt.bam,bamsY160082YUB_RA.sort.flt.bam
Y160083YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160083YUB_RA.sort.flt.bam,bamsY160083YUB_RA.sort.flt.bam
Y160084YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160084YUB_RA.sort.flt.bam,bamsY160084YUB_RA.sort.flt.bam
Y160085YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160085YUB_RA.sort.flt.bam,bamsY160085YUB_RA.sort.flt.bam
Y160086YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160086YUB_RA.sort.flt.bam,bamsY160086YUB_RA.sort.flt.bam
Y160087YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160087YUB_RA.sort.flt.bam,bamsY160087YUB_RA.sort.flt.bam
Y160088YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160088YUB_RA.sort.flt.bam,bamsY160088YUB_RA.sort.flt.bam
Y160089YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160089YUB_RA.sort.flt.bam,bamsY160089YUB_RA.sort.flt.bam
Y160090YUB_RA,YUB,YUB,MC,TKR_Macklin,Lahontan Cutthroat Trout,LCT,TRUCKEE,Macklin Creek,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW06_libPla6/Y160090YUB_RA.sort.flt.bam,bamsY160090YUB_RA.sort.flt.bam
Y160001TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160001TKR_RA.sort.flt.bam,bamsY160001TKR_RA.sort.flt.bam
Y160002TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160002TKR_RA.sort.flt.bam,bamsY160002TKR_RA.sort.flt.bam
Y160003TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160003TKR_RA.sort.flt.bam,bamsY160003TKR_RA.sort.flt.bam
Y160004TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160004TKR_RA.sort.flt.bam,bamsY160004TKR_RA.sort.flt.bam
Y160005TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160005TKR_RA.sort.flt.bam,bamsY160005TKR_RA.sort.flt.bam
Y160006TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160006TKR_RA.sort.flt.bam,bamsY160006TKR_RA.sort.flt.bam
Y160007TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160007TKR_RA.sort.flt.bam,bamsY160007TKR_RA.sort.flt.bam
Y160008TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160008TKR_RA.sort.flt.bam,bamsY160008TKR_RA.sort.flt.bam
Y160009TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160009TKR_RA.sort.flt.bam,bamsY160009TKR_RA.sort.flt.bam
Y160010TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160010TKR_RA.sort.flt.bam,bamsY160010TKR_RA.sort.flt.bam
Y160011TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160011TKR_RA.sort.flt.bam,bamsY160011TKR_RA.sort.flt.bam
Y160012TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160012TKR_RA.sort.flt.bam,bamsY160012TKR_RA.sort.flt.bam
Y160013TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160013TKR_RA.sort.flt.bam,bamsY160013TKR_RA.sort.flt.bam
Y160014TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160014TKR_RA.sort.flt.bam,bamsY160014TKR_RA.sort.flt.bam
Y160015TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160015TKR_RA.sort.flt.bam,bamsY160015TKR_RA.sort.flt.bam
Y160016TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160016TKR_RA.sort.flt.bam,bamsY160016TKR_RA.sort.flt.bam
Y160017TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160017TKR_RA.sort.flt.bam,bamsY160017TKR_RA.sort.flt.bam
Y160018TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160018TKR_RA.sort.flt.bam,bamsY160018TKR_RA.sort.flt.bam
Y160019TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160019TKR_RA.sort.flt.bam,bamsY160019TKR_RA.sort.flt.bam
Y160020TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160020TKR_RA.sort.flt.bam,bamsY160020TKR_RA.sort.flt.bam
Y160021TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160021TKR_RA.sort.flt.bam,bamsY160021TKR_RA.sort.flt.bam
Y160022TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160022TKR_RA.sort.flt.bam,bamsY160022TKR_RA.sort.flt.bam
Y160023TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160023TKR_RA.sort.flt.bam,bamsY160023TKR_RA.sort.flt.bam
Y160024TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160024TKR_RA.sort.flt.bam,bamsY160024TKR_RA.sort.flt.bam
Y160025TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160025TKR_RA.sort.flt.bam,bamsY160025TKR_RA.sort.flt.bam
Y160026TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160026TKR_RA.sort.flt.bam,bamsY160026TKR_RA.sort.flt.bam
Y160027TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160027TKR_RA.sort.flt.bam,bamsY160027TKR_RA.sort.flt.bam
Y160028TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160028TKR_RA.sort.flt.bam,bamsY160028TKR_RA.sort.flt.bam
Y160029TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160029TKR_RA.sort.flt.bam,bamsY160029TKR_RA.sort.flt.bam
Y160030TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160030TKR_RA.sort.flt.bam,bamsY160030TKR_RA.sort.flt.bam
Y160031TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160031TKR_RA.sort.flt.bam,bamsY160031TKR_RA.sort.flt.bam
Y160032TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160032TKR_RA.sort.flt.bam,bamsY160032TKR_RA.sort.flt.bam
Y160033TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160033TKR_RA.sort.flt.bam,bamsY160033TKR_RA.sort.flt.bam
Y160034TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160034TKR_RA.sort.flt.bam,bamsY160034TKR_RA.sort.flt.bam
Y160035TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160035TKR_RA.sort.flt.bam,bamsY160035TKR_RA.sort.flt.bam
Y160036TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160036TKR_RA.sort.flt.bam,bamsY160036TKR_RA.sort.flt.bam
Y160037TKR_RA,TRUCK,TKR,PC,TKR_Pole,Lahontan Cutthroat Trout,LCT,TRUCKEE,Pole Creek,2016,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y160037TKR_RA.sort.flt.bam,bamsY160037TKR_RA.sort.flt.bam
Y170001TKR_RA,TRUCK,TKR,UP,TKR_Upper,Lahontan Cutthroat Trout,LCT,TRUCKEE,Upper,2017,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y170001TKR_RA.sort.flt.bam,bamsY170001TKR_RA.sort.flt.bam
Y170002TKR_RA,TRUCK,TKR,UP,TKR_Upper,Lahontan Cutthroat Trout,LCT,TRUCKEE,Upper,2017,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y170002TKR_RA.sort.flt.bam,bamsY170002TKR_RA.sort.flt.bam
Y170003TKR_RA,TRUCK,TKR,UP,TKR_Upper,Lahontan Cutthroat Trout,LCT,TRUCKEE,Upper,2017,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y170003TKR_RA.sort.flt.bam,bamsY170003TKR_RA.sort.flt.bam
Y170004TKR_RA,TRUCK,TKR,UP,TKR_Upper,Lahontan Cutthroat Trout,LCT,TRUCKEE,Upper,2017,Extract,/home/amilzz/amilzz/data/alignCDFW04_libPla5/Y170004TKR_RA.sort.flt.bam,bamsY170004TKR_RA.sort.flt.bam
